0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.4,0.77,0.69,0.51,0.46,0,0,0,0,0.31,0.44,0.54,0.44,0.49,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.64,0.75,0.6,0,0,0,0.26,0,0.45,0.42,0.47,0.53,0.62,0.63,0.51,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.7,0.72,0.66,0.55,0.57,0.48,0.42,0.34,0.57,0.55,0.59,0.68,0.73,0.64,0.54,0.51,0.28,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.84,0.68,0.64,0.66,0.58,0.65,0.63,0.59,0.45,0.65,0.76,0.67,0.77,0.87,0.79,0.61,0.56,0.45,0.27,0.2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.43,0.73,0.67,0.65,0.67,0.58,0.58,0.61,0.68,0.7,0.49,0.73,0.74,0.79,0.78,0.75,0.74,0.67,0.59,0.5,0.46,0.26,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.48,0.71,0.69,0.66,0.69,0.68,0.57,0.61,0.64,0.8,0.55,0.77,0.83,0.72,0.77,0.81,0.76,0.68,0.64,0.57,0.45,0.33,0.22,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.58,0.73,0.72,0.64,0.68,0.67,0.67,0.66,0.65,0.72,0.5,0.8,0.77,0.7,0.73,0.78,0.76,0.66,0.63,0.64,0.54,0.48,0.32,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.25,0.43,0.62,0.67,0.79,0.73,0.69,0.73,0.72,0.69,0.66,0.59,0.56,0.25,0.67,0.72,0.73,0.78,0.82,0.72,0.62,0.7,0.61,0.55,0.47,0.31,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.31,0.51,0.55,0.65,0.78,0.69,0.7,0.86,0.81,0.71,0.73,0.65,0.58,0.24,0.71,0.7,0.71,0.75,0.75,0.72,0.63,0.64,0.64,0.61,0.47,0.33,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.26,0.49,0.57,0.64,0.81,0.61,0.66,0.67,0.68,0.68,0.67,0.57,0.54,0.22,0.62,0.68,0.67,0.69,0.72,0.66,0.62,0.62,0.58,0.6,0.49,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.19,0.38,0.46,0.59,0.64,0.79,0.74,0.66,0.69,0.7,0.68,0.66,0.56,0.55,0.23,0.63,0.69,0.68,0.72,0.68,0.69,0.64,0.67,0.59,0.59,0.52,0.34,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.22,0.37,0.47,0.57,0.62,0.7,0.57,0.66,0.66,0.63,0.64,0.62,0.49,0.43,0.19,0.61,0.64,0.65,0.65,0.65,0.64,0.61,0.62,0.59,0.59,0.57,0.37,0.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.22,0.35,0.48,0.59,0.63,0.73,0.67,0.61,0.65,0.6,0.52,0.59,0.46,0.3,0,0.57,0.67,0.6,0.64,0.65,0.63,0.65,0.6,0.57,0.59,0.52,0.34,0.18,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.22,0.4,0.5,0.61,0.62,0.71,0.68,0.59,0.66,0.59,0.6,0.6,0.43,0,0,0.52,0.6,0.61,0.63,0.64,0.64,0.64,0.62,0.57,0.56,0.52,0.38,0,0,0,0,0,0,0,0,0,0,0
