0,0,0,0,0,0,0,0,0,0,0.2,0.36,0.47,0.53,0.57,0.65,0.63,0.57,0.6,0.57,0.55,0.55,0.39,0,0,0.49,0.57,0.58,0.58,0.6,0.58,0.54,0.5,0.54,0.58,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.36,0.45,0.52,0.52,0.59,0.58,0.54,0.51,0.58,0.5,0.49,0.32,0,0,0.45,0.55,0.54,0.56,0.59,0.55,0.53,0.54,0.51,0.52,0.45,0.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.34,0.44,0.52,0.53,0.61,0.56,0.56,0.59,0.55,0.49,0.51,0.3,0,0,0.44,0.52,0.5,0.54,0.57,0.55,0.52,0.56,0.47,0.57,0.44,0.28,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.35,0.41,0.49,0.44,0.57,0.64,0.56,0.57,0.51,0.39,0.44,0.27,0,0,0.39,0.48,0.51,0.51,0.56,0.54,0.58,0.56,0.48,0.46,0.41,0.27,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.31,0.42,0.48,0.46,0.56,0.58,0.49,0.58,0.5,0.44,0.41,0.23,0,0,0.35,0.51,0.5,0.5,0.58,0.54,0.53,0.55,0.45,0.45,0.46,0.24,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.3,0.36,0.48,0.45,0.55,0.56,0.52,0.59,0.53,0.43,0.39,0.19,0,0,0.32,0.42,0.46,0.48,0.55,0.57,0.51,0.59,0.46,0.43,0.38,0.19,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.25,0.34,0.47,0.43,0.53,0.55,0.5,0.62,0.54,0.38,0.34,0,0,0,0.3,0.43,0.47,0.49,0.56,0.54,0.47,0.54,0.45,0.41,0.34,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.23,0.34,0.45,0.45,0.52,0.5,0.56,0.6,0.54,0.43,0.35,0,0,0,0.28,0.42,0.48,0.5,0.55,0.59,0.51,0.57,0.46,0.41,0.35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.22,0.33,0.42,0.45,0.49,0.5,0.51,0.57,0.52,0.45,0.35,0,0,0,0.27,0.41,0.49,0.52,0.53,0.53,0.44,0.54,0.42,0.38,0.29,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.18,0.34,0.47,0.45,0.53,0.53,0.58,0.6,0.53,0.44,0.31,0,0,0,0.26,0.4,0.5,0.54,0.53,0.56,0.44,0.5,0.45,0.37,0.23,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.44,0.47,0.54,0.51,0.48,0.57,0.5,0.34,0.25,0,0,0,0.26,0.44,0.56,0.54,0.52,0.52,0.51,0.51,0.44,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.41,0.47,0.51,0.58,0.49,0.55,0.5,0.4,0.19,0,0,0,0.24,0.4,0.49,0.5,0.51,0.5,0.43,0.48,0.43,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.45,0.46,0.51,0.59,0.58,0.62,0.54,0.35,0.18,0,0,0,0.25,0.39,0.53,0.58,0.56,0.54,0.42,0.46,0.43,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0.47,0.5,0.5,0.48,0.42,0.28,0.22,0,0,0,0.22,0.36,0.48,0.51,0.48,0.45,0.34,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.3,0.38,0.34,0.44,0.34,0.37,0.27,0,0,0,0,0,0.29,0.39,0.43,0.42,0.37,0.24,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.31,0.3,0.27,0.28,0,0,0,0,0,0,0,0.22,0.28,0.28,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
