Name,Created,Tags,Categories,URL,Authors,Date,Review,Supervisors
Design of a 3D printed prosthetic socket that accommodates pediatric growth,"April 3, 2023 2:26 PM","3d scans, Advanced Manufacturing, data-driven, personalized",Graduation Project,https://repository.tudelft.nl/islandora/object/uuid%3A2e14b478-0d58-4486-b38b-243f5984b308?collection=education,https://repository.tudelft.nl/islandora/search/author%3A%22Snijder%2C%20T.A.%22?collection=education,,,https://repository.tudelft.nl/islandora/search/contributor%3A%22Wang%2C%20C.C.%20%28mentor%29%22?collection=educationhttps://repository.tudelft.nl/islandora/search/contributor%3A%22Doubrovski%2C%20E.L.%20%28mentor%29%22?collection=education
"Application of mechanical metamaterials in a parametric, 3D printed ankle foot orthosis","April 3, 2023 2:22 PM","3d scans, Advanced Manufacturing, personalized",Graduation Project,https://repository.tudelft.nl/islandora/object/uuid%3A656fd81e-98fd-460f-8a14-e90483c78b1c,https://repository.tudelft.nl/islandora/search/author%3A%22van%20Leijsen%2C%20P.M.%22,,,https://repository.tudelft.nl/islandora/search/contributor%3A%22Doubrovski%2C%20E.L.%20%28mentor%29%22https://repository.tudelft.nl/islandora/search/contributor%3A%22Wu%2C%20J.%20%28graduation%20committee%29%22
